file,sent_id,type,before_context,ours,reference,after_context,accept
br-j20,g9+T,replace,for which all values of,f (t),f(t),are ordinary points the number,
br-j20,g9+T,replace,the number of values of,f (t),f(t),must be odd. For it,
br-j20,nOuM,replace,the number of values of,f (t),f(t),is equal to the (finite),
br-j20,GZW1,replace,ordinary values of the function,f (t),f(t),at t will be called,
br-j20,guZq,replace,support is the entire interval,"[0, T].","[0,T].",We suppose not. Then every,
br-j20,KJZZ,replace,know that the multiplicity of,f (t),f(t),is odd for every t.,
br-j20,m5Gv,replace,inverse is the entire interval,"[0, T],","[0,T],",and whose multiplicity is odd.,
br-j20,9eAQ,replace,on a proper sub-interval of,"[0, T].","[0,T].",We must now show that,
br-j20,01l0,replace,values at **f of a,multi valued,multi-valued,function g (t) which has,
br-j20,01l0,replace,of a multi valued function,g (t),g(t),which has components corresponding to,
br-j20,01l0,replace,components corresponding to those of,f (t).,f(t).,We first define a function,
br-j20,Ny1V,replace,We first define a function,b (t),b(t),as follows: given the set,
br-j20,Ny1V,replace,"C and vertex at t,",b (t),b(t),is the corresponding set of,
br-j20,mpUj,replace,"values as **f, and define",g (t),g(t),in the same way for,
br-j20,kFEc,replace,each t. Thus we obtain,g (t),g(t),by introducing an oblique g,
br-j20,kFEc,replace,(t) by introducing an oblique,g (t) - axis,g(t)-axis,in the b-plane.,
br-j21,c1TQ,replace,In,1,@1,we investigate a new series,
br-j21,WELR,replace,of symbol **f. Then in,2,@2,we show that any line,
br-j21,WELR,replace,of the type discussed in,1.,@1.,No generalization of these results,
br-j21,+3B7,replace,of a curve of symbol,"(a, b)","(a,b)",on a quadric surface pass,
br-j22,qGf9,replace,time. With the exception of,"treaty making,","treaty-making,",foreign relations were historically concerned,
br-j23,gogh,replace,"pressing human needs of self-preservation,","self pacification,","self-pacification,",and self completion. The chief,
br-j23,gogh,replace,"of self-preservation, self pacification, and",self completion.,self-completion.,The chief experience is the,
br-j23,ixgD,replace,our common religion. Even the,non church members -,non-church members-,"the freewheelers, marginal religionists and",
br-j23,HvpF,replace,no society. Where such a,value-system,value system,"prevails, it always unifies all",
br-j23,y+8B,replace,long ago that religion as,"""a",""" a",unified system of beliefs and,
br-j23,y+8B,replace,practices relative to sacred things,- unite [s],unite[s],into one single moral community,
br-j23,y+8B,delete,into one single moral community,-,,all those who adhere to,
br-j23,2Ma3,replace,"Yinger has pointed out, the","""reliance",""" reliance","on symbols, on tradition, on",
br-j24,WOv0,replace,the experience of many practitioners:,"""short-contact",""" short-contact",interviewing is neither a truncated,
br-j25,e85p,replace,"stable inter-relationships among its parts,",includes.,includes:,"Subgroups of various types, interconnected",
br-j25,c3Br,replace,larger system and within the,subgroups.,subgroups,Regulative norms governing subgroups and,
br-j25,SR0I,delete,and relatively isolated rural communities,...,,urbanization appears to be an,
br-j25,AEq9,replace,activities characteristic of the external,"pattern"".","pattern""",The external pattern or external,
br-j25,G15l,replace,group to survive in its,"environment"".","environment""",Boundary maintenance for this group,
br-j26,M5/q,replace,French and omitting corresponding Flemish,titles):.,titles): @.,This report contains preliminary notes,
br-j26,dW0/,replace,"varying content, have been issued",for:.,for: @.,These area reports will be,
br-j28,df6I,replace,the two groups at less,than,that,the 5% level (**f). One,
br-j28,XlAL,delete,"trial, perceive the tilt illusion.",J28-6105. form J28-6033-1.,,,
br-j29,kBq2,replace,ratings yield a correlation of,"+ .04,","&.04,",which is not significantly different,
br-j29,tHyz,replace,of a battery of six,sub tests:,sub-tests:,"Paragraph Meaning, Word Meaning, Spelling,",
br-j31,e6ds,replace,a somehow phony experience of,"pseudo emotion,","pseudo-emotion,","during which, despite her wracking",
br-j31,lmQB,replace,"her grandmother, in their distant",home city.,home-city.,Then I realized that she,
br-j31,U0a+,replace,as a matter of a,"well grooved,","well-grooved,",stereotyped mode of expression- and,
br-j31,wlVk,replace,"is that, Bill- hello or","farewell""? ,","farewell""?,","the patient replied, ""Both, Dearie-",
br-j31,CUwy,replace,"in regard to condensation, that","""the",""" the",lack of adequate discrimination between,
br-j31,cccj,replace,his immediate environment by some,"symbolic sounding,","symbolic-sounding,",hyperbolic reference to transcendental events,
br-j31,Jr1a,replace,"opinion, a deplorable characteristic of",mid twentieth century,mid-twentieth-century,"human culture, developed itself, before",
br-j31,3lPG,replace,"was. Or, equally often, a","concretistic seeming, particularistic seeming","concretistic-seeming, particularistic-seeming","statement may consist, with its",
br-j31,3lPG,replace,"figurative expression: a metaphor, a","simile,","smile,","an allegory, or some other",
br-j32,zjEK,replace,three regions: cells in the,W region,W-region,are used for storage of,
br-j32,7ygc,replace,by reading the list of,text ordered information cell,text-ordered information-cell,addresses and outputting the description,
br-j33,wenq,replace,this point is strongest before,/l/and / /,/l/ and /@/,or /r/. From the point,
br-j33,zY0I,replace,commonly has the quality of,/ /,/@/,"when it follows vowel sounds,",
br-j35,ixev,replace,than the Yokuts languages from,proto Yokuts.,proto-Yokuts.,This may be because the,
br-j35,KeVW,replace,also differ with fair consistence,trans lingually.,trans-lingually.,Hoijer's Athabascan and my Yokuts,
br-j35,wWn2,replace,meanings (with allowance for several,near synonyms,near-synonyms,"like stomach belly, big large,",
br-j35,wWn2,replace,for several near synonyms like,"stomach belly, big large, long far, many much, die dead, say speak).","stomach-belly, big-large, long-far, many-much, die-dead, say-speak).","For Yokuts, I tabulated these",
br-j35,LoGM,replace,published Basic Vocabulary in some,Mon Khmer,Mon-Khmer,"Languages AL 2, no. 3,",
br-j35,sEaw,replace,"awaits publication, in which, in",listing' Two Stem,listing 'Two-Stem,"Meanings', I set off by",
br-j35,sEaw,replace,B was **f of stem,"A 3,","A3,",the unasterisked ones standing for,
br-j35,sEaw,replace,asterisks cases where the combined,N,n,of stems **f was **f.,
br-j37,61Fb,replace,statement reassuring the citizens that,"""the",""" the",possibility of introducing appeals concerning,
br-j37,Y8kq,replace,"had previously ignored, against the",pro U.N.F.P.,pro-U.N.F.P.,tendencies of the Ibrahim government.,
br-j41,4fpN,replace,has been kept below the,""" profit-maximizing ""","""profit-maximizing""","and "" entry limiting """,
br-j41,4fpN,replace,"the "" profit-maximizing "" and",""" entry limiting ""","""entry-limiting""",prices due to fears of,
br-j41,uIeC,replace,may call the effect of,""" public limit pricing ""","""public-limit pricing""","on ""key"" wage bargains, we",
br-j41,IbQF,replace,"cost changes, so that the","""public limit","""public-limit","price"" only rises as the",
br-j41,0tZu,replace,public-limit price to approach the,entry limit,entry-limit,price. The foreign entry limit,
br-j41,qbOi,replace,the entry limit price. The,foreign entry limit,foreign-entry-limit,price would be approached more,
br-j41,dBEU,replace,The extent to which the,public limit,public-limit,price is raised by a,
br-j41,Qmv/,replace,the extent to which the,public limit,public-limit,price is raised by a,
br-j41,1fUg,replace,union recognizes the possibility that,price level,price-level,increases may offset wage rate,
br-j41,1fUg,replace,price level increases may offset,wage rate,wage-rate,"increases, and it does not",
br-j41,AEUS,replace,the basic wage rate are,"cost raising,","cost-raising,",and they constitute an argument,
br-j41,H7Qe,replace,the industry becomes the active,"wage setter,","wage-setter,",since any increase in the,
br-j42,4I7i,replace,this reduced law to Jellinek's,auto limitation.,auto-limitation.,"A state, the highest form",
br-j42,KaKj,replace,conjunction with the impact of,"industrialization,","industralization,",led to a concentration of,
br-j53,DlJi,replace,"true sense, only a visual","space "".","space"".","The underlying assumption, of course,",
br-j53,ao98,replace,"of work, that of a","portfolio maker,","portfolio-maker,",an occupation requiring a great,
br-j53,aeXU,replace,he is actually looking at,things? -has,things?- has,now been raised in the,
br-j54,2xae,replace,"examples of local stamp, these","""non Greek""","""non-Greek""",patterns had mostly vanished by,
br-j54,tTMe,replace,"B.C., the age of Homer's","""rosy fingered","""rosy-fingered","Dawn"". The first slanting rays",
br-j56,Up/R,replace,four pounds best Porterhouse or,"sirloin steak,","serloin stake,",for Mrs. Hapgood send six,
br-j57,TetO,replace,that it is described as,""" Nec","""Nec","minus salutaris quam festivus "",",
br-j57,TetO,replace,""" Nec minus salutaris quam","festivus "",","festivus"",","""no less salutary than gay"".",
br-j57,xhDr,replace,communism provides the institutional array,indispensable,indispensible,to that best ordering. To,
br-j57,+qL5,replace,age or from its medieval,"successors in spirit,","successors-in-spirit,","the monastic communities, is with",
br-j57,cIgt,replace,sinned. The actual function of,patristic civilian canonist scholastic,patristic-civilian-canonist-scholastic,communism was adequately set forth,
br-j57,cIgt,replace,by St. Gregory almost a,millennium,millenium,"before More wrote Utopia. ""The",
br-j57,PlGe,replace,keeping. In contrast to this,Stoic patristic,Stoic-patristic,"view, Utopia implies that the",
br-j58,EYqj,replace,"of the Daily Journal warned,","""that",""" that",if such a demonstration be,
br-j58,6CHz,replace,reverence justice. Resolved that the,anti slavery,anti-slavery,sentiment is becoming ripe for,
br-j70,M5X0,replace,life from 5 to 15,yrs. .,yr.,For the initial development an,
br-j70,4l43,replace,BOD/day or about 2 lb,"BOD / day 1,000","BOD/day1,000",cu ft aeration capacity. Needless,
br-j70,et48,replace,little protozoa activity existed below,40' F.,40'F.,When the temperature reached 32',
br-j70,YNgd,replace,F. When the temperature reached,32' F,32'F,all protozoan activity ceased; but,
br-j70,7NZ5,replace,1.0-mg/l dissolved oxygen concentration and,10' C,10'C,for various rotor speeds is,
br-k01,bQHj,replace,of his jaw had become,swollen looking.,swollen-looking.,He breathed now with his,
br-k02,ho6U,replace,"in angry motion, Papa-san sat","glacier like,","glacier-like,","his smooth solidity, his very",
br-k02,nHGJ,replace,He hadn't even seen him,yet.,yet,Pressing his cigarette out in,
br-k02,vtbV,replace,beaming rok was carrying a,thirty caliber,thirty-caliber,machine gun; another man lugged,
br-k03,NpjZ,replace,"""Gather ye rosebuds while ye",may.,may,This same flower that smiles,
br-k06,qjEC,replace,"rolled past the tollhouse- ""Afternoon,","Reverend""! -and","Reverend""!- and",crossed the suspension bridge to,
br-k07,Ty8s,replace,"He chuckled, the memory vivid.",Jee -,Jee-,"sus, We Fixed him! Yooee,",
br-k07,/OAt,replace,that's Brandon. He ain't so,bad.,bad,His thoughts turned to other,
br-k07,w5cg,replace,His thoughts turned to other,things.,things,The big shock everybody had,
br-k07,ZUvn,replace,a report to some important,superior.,superior,I was the first to,
br-k07,fc9b,replace,"""I told him"", he said","aloud. """,aloud,They'll get the guys that,
br-k07,pkwQ,delete,the guys that done it,""".",,There was something troubling him,
br-k07,7Avb,replace,him though: as yet they,hadn't.,hadn't,Five days. Keerist. Prickly twinges,
br-k07,TjU0,replace,as yet they hadn't. Five,days. Keerist.,days Keerist,Prickly twinges of annoyance ran,
br-k07,aoMw,replace,the culprits when they caught,them.,them,Turn the bastards over to,
br-k07,BYrn,replace,any of the folks back,"home. "" Four","home ""Four","cuts at least "", he",
br-k07,RlJA,replace,"home. "" Four cuts at","least "",","least"",","he chuckled to himself, """,
br-k07,RlJA,replace,""", he chuckled to himself,",""" and","""and",I owe it all to,
br-k07,uFQF,replace,and again in the discussion,sessions.,sessions,Lousy Reactionary bastards been tryin,
br-k07,TSW5,replace,You guys remember that. Remember,that.,that,He heard himself haranguing them.,
br-k07,Jj0d,replace,"was really something, coming from",Ching.,Ching,"""Really something"", he said, aloud.",
br-k07,3TDu,replace,"Ching. ""Really something"", he said,",aloud.,aloud,Dirty Reactionary bastards comin down,
br-k07,Yxl4,replace,I'll slice their balls right,"off"".","off""","His arm moved swiftly, violently,",
br-k07,u4pN,replace,knew he couldn't. He braced,himself.,himself,Somebody'll hafta start thinkin. He,
br-k07,W10V,replace,braced himself. Somebody'll hafta start,thinkin.,thinkin,"He fought it, seeking to",
br-k07,5byz,replace,"words, but on they came","""bout takin - his"".",bout takin- his,"He was trembling, a strange",
br-k07,M4IM,replace,the final word came forth,"""place"".",place,"Now he heard it, fully:",
br-k07,gq2v,replace,"Now he heard it, fully:","""bout",""" bout","takin his place"". He listened,",
br-k07,gq2v,replace,"it, fully: ""bout takin his","place"".","place""","He listened, waited, nothing happened.",
br-k07,Il7P,replace,"self. The music arrived, taking","him,",him,"its rhythm stroked him, snaked",
br-k07,Il7P,replace,"to another, stopping briefly at",each.,each,Brandon. He is good. Damn,
br-k07,I3gK,replace,"not tryin, Johnson, you bastard",you.,you,"He looked over at him,",
br-k07,ysnL,replace,"he loathed him. Sleepy-eyed, soft-spoken",Johnson.,Johnson,Biggest thorn in my side,
br-k07,e5YX,replace,side of the whole fucken,squad.,squad,He was the guy what,
br-k07,pbu4,replace,what always goofed at Question,Time.,Time,Why couldn't they have dumped,
br-k07,ob1p,replace,Thoroughly Wised Up. Knows the,score.,score,"With a supreme effort, he",
br-k07,hFkb,replace,"He stared at it, amazed,",alarmed.,alarmed,The whole fucken sky's cavin,
br-k07,19qz,replace,"Jesus! Somebody, got to be",somebody.,somebody,If I don't put my,
br-k07,ig9L,replace,"cents in soon, somebody else",will.,will,I know they're waitin only,
br-k07,gbZC,replace,"Staff. Ching, Tien, all of",them.,them,Top dog. Poor ol Slater.,
br-k07,1/KQ,replace,"Tien, all of them. Top",dog.,dog,"Poor ol Slater. Jesus, imagine,",
br-k07,fBnB,replace,them. Top dog. Poor ol,Slater.,Slater,"Jesus, imagine, the crummy bastards,",
br-k07,vgRd,delete,get what's comin to em,**h,,He whirled about suddenly. It,
br-k07,rUKc,delete,"it up, the dumb jerk",**h,,"Coughlin grinned, feeling supremely on",
br-k07,rUKc,delete,supremely on top of things,**h,,He watched the snow once,
br-k07,nMmN,delete,made no sense to him,**h,,"He whirled around, suddenly hot",
br-k07,nMmN,replace,"on which he now stood,","open-mouthed - "" You - Listen! -name","open-mouthed- ""You- Listen!- name",William Foster's Four Internal Contradictions,
br-k07,G3B3,replace,Contradictions in Capitalism. Quick- Quick-,"Now ""!","NOW""!",The man shrank before the,
br-k07,eSLh,delete,searching frantically for the answer,**h,,Finnegan woke up. There was,
br-k07,38JM,delete,noise that had awakened him,**h,,It was that prick Coughlin.,
br-k07,eKsU,delete,when they got Slater? How?,**h,,Then he was asking himself,
br-k07,Uyg0,delete,for real? Am I dreamin?,**h,,From somewhere in the hut,
br-k07,Gmus,replace,"Christsake me, buddy! Just answer.","C'mon - c'mon! "" **h","C'mon- c'mon!""",I'm no hero. Did I,
br-k07,yodQ,delete,I start the damn war?,**h,,"Automatically, Finnegan started going over",
br-k07,yodQ,delete,started going over today's lesson,**h,,Capitalism rots from the core.,
br-k07,7JXo,delete,way or another. Fuck them,**h,,He rolled over and tried,
br-k07,pUEg,delete,He snuggled into the blanket,**h,,Brandon dreamed. He was sitting,
br-k08,azu8,replace,even the court of Louis,"/ 15 15,! -he","15,!- he",had to play a role,
br-k10,ZQ0a,replace,given them to him? The,white clad,white-clad,trees stood like specters in,
br-k11,yKyC,replace,words fell into a pattern:,""" Mollie","""Mollie",the Mutton is scratching her,
br-k11,ulUs,replace,the blood From Thy riven,"side "".","side""",He thought: I am a,
br-k11,o9pj,replace,"other men, far away, singing",together? .,together?.,"Adam thought of the hutments,",
br-k12,O9b0,replace,"hard eye, she informed Moll:",""" Don't","""Don't","sure ' nuff me, officer.",
br-k12,O9b0,replace,"informed Moll: "" Don't sure",' nuff,'nuff,"me, officer. I'm honey only",
br-k12,KS5w,replace,resting on the kitchen bar.,Kidnapper,KIDNAPER,Spurns Ransom; Amy Still Missing.,
br-k12,7g6s,replace,"named Kahler, owners of a",two story Tudor style,two-story Tudor-style,house on the south side,
br-k12,wTsD,replace,a slender man in his,sixties -,sixties-,"straight-backed, somewhat clerical in manner,",
br-k13,T5Th,replace,was the one on top.,Da-da-da-dum.,Da-da-da-dum,Music could not be Eugene's,
br-k13,GDVf,delete,little bag. There it is,**h,,and there is what was,
br-k13,22Vd,replace,so nice when he was,"nice "".","nice"".","""All because I didn't feel",
br-k14,OFrl,replace,his Christ was to be,"life-size,","life size,",how was Mary to hold,
br-k14,FvLx,delete,was strong even in death,-,,a look he remembered well,
br-k16,sOSJ,replace,its wings- were they feathered,arms? -flapped,arms?- flapped,as it ran. Its groin,
br-k16,hcOt,replace,big farms of the original,(non Indian),(non-Indian),landowners began. On the east,
br-k16,vkF9,replace,"six months, even perhaps a",year.,year,The fish hawk flew on,
br-k17,2if/,replace,Uplands to hold several million,Jews.,Jews,A tale of a plan,
br-k17,unju,replace,Jews to the island of,Madagascar.,Madagascar,Stories of the depravity of,
br-k17,q94G,replace,there was that damned ghetto,"wall "".","wall""","""I understand"". Styka blew his",
br-k17,fQLm,replace,"betrays you"". ""Good man, Styka"".",""" Captain Jan,","""Captain Jan",must you go inside Majdanek?,
br-k17,6xcg,replace,you go inside Majdanek? The,stories.,stories,Everyone really knows what is,
br-k17,yjRJ,delete,"do""? ""I don't know. Perhaps",-,,perhaps - there is a,
br-k17,yjRJ,delete,don't know. Perhaps - perhaps,-,,there is a shred of,
br-k18,/4lJ,replace,I found myself having a,fellow-feeling,fellowfeeling,for him. Maybe he felt,
br-k18,0nSU,replace,I was handing Eileen her,coffee-cup,coffeecup,and she was lying there,
br-k18,Nfur,replace,was something tough under his,self-effacing,selfeffacing,manner. Still he let Eileen,
br-k18,Vsus,replace,but he didn't have Jim's,poker-faced,pokerfaced,humor or his brains or,
br-k18,569b,replace,been a lecher and a,"plug-ugly,","plugugly,",but he was a good,
br-k20,zdH7,replace,we can return the following,morning.,morning,She concluded by asking for,
br-k20,2nsJ,replace,"interview- ""to settle with you","where ""-","where""-",and she threw in a,
br-k20,pE/L,replace,opened his reply with trembling,fingers. He,fingers he,agreed! And he would see,
br-k20,ypit,replace,The casual seduction of a,seventeen year old,seventeen-year-old,bluestocking seemed tame by comparison.,
br-k23,fU6e,replace,survived the bassinet. But the,"boy,",boy,the boy had been alive,
br-k23,dPcx,replace,"is, he told himself. Solid,","settled,",settled,lost. In the stiff neutral,
br-k23,eiKh,replace,developed into a remarkable sailing,team. All,team all,of this happening in a,
br-k24,L9Cc,delete,the kid with more snow,...,,"rubbed ... rubbed. ""I'll get",
br-k24,L9Cc,delete,with more snow ... rubbed,...,,"rubbed. ""I'll get more snow"",",
br-k24,WuQn,replace,"something heroic even, especially for",her.,her,I know him. I know,
br-k24,+5oq,replace,especially for her. I know,him.,him,I know him. We felt,
br-k24,+5oqo,replace,I know him. I know,him. We,him we,"felt the same sometimes, while",
br-k24,gN2o,replace,him. We felt the same,"sometimes,",sometimes,while Ma wasn't thinking about,
br-k24,d/cI,delete,and if he found out,**h,,a woman **h it'd be,
br-k24,d/cI,delete,found out **h a woman,**h,,it'd be bad. Hans poured,
br-k24,5Ssm,delete,"""All right"". ""Lift, don't shove",**h,,"lift"". ""O.K., I'm lifting"". I",
br-k25,1KU1,replace,she fell asleep again as,suddenly,soddenly,"as a person with fever,",
br-k26,51Pa,replace,declared they had never been,"possum hunting,","possum-hunting,",and Uncle Bill Farnworth (from,
br-k27,CxVF,replace,particulars was a series of,alpha beta gammas,alpha-beta-gammas,connected by arrows and crosses,
br-k28,7mX+,replace,"cut him off- ""Too many","times ""! -and","times""!- and","flounced to the sink, where",
br-k28,bcnX,replace,"corduroys. The velvet smoking jackets,","pearl gray,","pearl-gray,","wine, and blue, which Miss",
br-k28,1ciF,replace,was meant to be my,"present "".","present"".",But she went on down,
br-k29,ozcR,replace,by a mere footbridge or,mess-hall,messhall,kitchen but by the immense,
br-k29,xBNk,replace,"dying, my head bandaged and","bloody,","blooded,","and Jessica bending over me,",
br-k29,3JQy,replace,"out, should I kiss her",good-night?,goodnight?,All this was unknown to,
br-k29,+rcK,replace,their rationed bottles of whiskey.,"Heavy coated, severe looking","Heavy-coated, severe-looking",policemen sat astride noble horses,
br-l01,rCw6,delete,an offer. What about your,...,,that girl you were going,
br-l01,Qer/,replace,"""All right. This is Dale","Nelson,",Nelson,"the actor"". ""Good. I'm calling",
br-l02,uXX+,replace,"a little pout and said,",""" I","""I",don't get off work until,
br-l05,7oPB,replace,it. I was watching for,"numbers "".","numbers"".","""It has a Beach license,",
br-l05,zOlu,replace,Mike. In Painter's office this,"evening "".","evening"".","Shayne nodded grimly. ""The pair",
br-l07,J8/z,delete,"rolled-up shirt sleeves. ""Mr. Ferrell",...,,"Hirey Lindsay, chairman of the",
br-l07,QkGU,replace,off everything and lock up.,Then,_hen,the faint beginnings of fear,
br-l08,pfq7,replace,he had Mr. Skyros at,bay.,bay,"""Big favor I done you.",
br-l08,LHc9,replace,like the look on Angelo's,"regular featured,","regular-featured,",almost girlishly good-looking face- or,
br-l08,89OG,replace,to gaze vaguely out the,ground glass,ground-glass,"window. ""I appreciate it, you",
br-l08,KiJg,replace,"for me, Mr. Skyros- and",ten twelve,ten-twelve,"to sell, see, I like",
br-l08,oIgM,replace,"not much work involved, easy",money.,money,"Katya Roslev, who would be",
br-l08,5OJ6,replace,"it, see! This kind of",place.,place,"She'd be through here, just",
br-l08,0lLr,replace,the future. Some of those,vaguely imagined,vaguely-imagined,"new, different people. Oh, Katharine's",
br-l08,FdFD,replace,"and pretty too, I like",Katharine.,Katharine-,Let's ask Katharine to go,
br-l08,pqEr,replace,"us, she's always lots of",fun. Katharine.,fun- Katharine-,"Soon, very soon now ....",
br-l08,IRrO,replace,"Katharine. Soon, very soon now",....,SIXTEEN,Mendoza didn't wake until nearly,
br-l08,UF4b,replace,Mendoza didn't wake until nearly,nine thirty.,nine-thirty.,It was going to be,
br-l08,MY05,replace,overrun with a dozen kittens.,""" Y","""@Y",que sigue despues? -what then,
br-l08,MY05,replace,"kittens. "" Y que sigue","despues? -what then ""?","despues?- what then""?","he asked her severely. ""A",
br-l09,cL3X,replace,had the cool ruthlessness to,do,d o,whatever she made up her,
br-l10,4tUU,replace,,""" Not","""Not",since last night. I didn't,
br-l10,5UQj,replace,don't want to go off,half cocked,half-cocked,"before picking up Black, that's",
br-l10,WRIr,delete,in that same bed with,...,,"Who? For thirty minutes, Stanley",
br-l11,XN/g,replace,crack of glare. Expecting something,more-than average,more-than-average,"wacky, I was surprised by",
br-l12,dkUY,replace,through the crowd like a,brush-fire.,brushfire.,"They surged around him, fingers",
br-l12,yuYg,replace,"says, 'Here Comes the Paxton","Kidnapper '""?","Kidnapper'""?",Andy crumbled the script in,
br-l12,fzav,replace,if you please- the 'Cradle,"Song '"".","Song'"".",He sensed rather than heard,
br-l12,OUnb,replace,horses and all the king's,men.,men,"Vecchio shouldered in. ""I got",
br-l13,tAKs,replace,excuse enough to keep him,"home,",home,that young Mr. Arthur's still,
br-l13,jFdt,replace,can you? I'd think that,"you,",you,"even more than I, would",
br-l13,jFdt,replace,"that you, even more than","I,",I,would be wondering what they're,
br-l13,2/cX,replace,what happened. Tell them the,"truth,",truth,"or something, before they come",
br-l13,2/cX,replace,"Tell them the truth, or","something,",something,"before they come here"". A",
br-l13,kX2/,replace,his spine felt stiff and,"glass like,","glass-like,",liable to break like an,
br-l14,PCDc,replace,didn't want- heaven knew didn't,want! -to,want!- to,lunge anxiously through crowded streets,
br-l14,kGKL,replace,his right mind punishes a,quarter-century old,quarter-century-old,dereliction. Grudges simply do not,
br-l14,JhEP,replace,"A man named Lars Simon,","playwright director,","playwright-director,",had expressed a wish that,
br-l14,fdMN,replace,could bear? And possessed himself-,how? -of,how?- of,a rifle and killed? Pam,
br-l15,M666,replace,died several hours after her,seven o ' clock,seven-o'clock,"dinner. Probably around midnight, give",
br-l16,pLp2,replace,,""" Dammit,","""Dammit,","Phil, are you trying to",
br-l16,J712,replace,another day in the State,Department -,Department-,another day- you get in,
br-l17,BxUE,replace,instructed to do so has,"not, ah,",not ah,limited my knowledge of your,
br-l18,RH6X,replace,the part of the fond,father confessor.,father-confessor.,"""I'll have to give it",
br-l18,knpy,delete,and I appreciate it. J.,.,,The wastebasket stood near the,
br-m01,z/UU,delete,come face to face alone),-,,why Bishop Senator Boone made,
br-m01,pt0N,replace,world he had known during,growing waiting ...,growing-waiting,then forced the concept back,
br-m01,8KXx,replace,"encounter a water brother. ""Hi""!",""" Oh.","""Oh.","Hello, Mike. My, you look",
br-m01,6lOY,delete,"was homesick"". ""Oh, dear! Mike",...,,do you ever get homesick?,
br-m01,h2HC,replace,"said, ""Mike? Is that- I","mean,' Do","mean, 'Do","you know ""' - ""I",
br-m01,h2HC,replace,"that- I mean,' Do you","know ""' -","know'""-","""I know. It is for",
br-m01,q9xD,replace,"closer. Now we grow closer"".",""" Well ...","""Well",I've been ready a long,
br-m01,q9xD,delete,"goodness, we all have, but",...,,"never mind, dear; turn just",
br-m01,6lPF,replace,her voice called him back:,""" Oh!","""Oh!","Oh! Thou art God""! ""We",
br-m01,VznG,replace,of plants and Mrs. Joseph,Shadow,"(""Shadow",of Greatness Douglas was quoted,
br-m01,VznG,replace,and Mrs. Joseph Shadow of,Greatness,"Greatness"")",Douglas was quoted as saying:,
br-m01,rtty,delete,"D, then BCD vs A",...,,"or AB vs CD, or",
br-m01,Zfql,replace,"worst! Absent-minded, subject to unexplained",tears.,tears,Jubal would have bet his,
br-m02,aKEb,replace,back several years ago and,"reported ..."".","reported""","""That it had found a",
br-m02,6acu,replace,"forgive me, Sigmen, for the",contrary to reality,contrary-to-reality,"thoughts! ""Please pardon me again,",
br-m02,7qpn,replace,were lamechians and above suspicion.,"Unfortunately ... "".","Unfortunately""",Hal waited: Macneff paced some,
br-m02,w2tN,replace,too old for this expedition.,"Therefore ... "".","Therefore""","""A thousand pardons"", said Hal.",
br-m02,K3GD,replace,for marriage selected by the,gapt.,gapt,The gapt. Pornsen. He would,
br-m02,8F4P,replace,"fat face, hear that whining",voice.,voice,"""Hal Yarrow""! said the whining",
br-m03,ruZg,replace,mankind could be convinced of,that.,that,It was worth trying. In,
br-m05,ZB35,replace,you have a nice singing,"voice,",voice,"dear"", the lady amended. ""Thank",
br-m06,Zzhf,replace,you can. But isn't this,"nice "".","nice""",With this he felt his,
br-m06,WIJM,replace,"going to take"". ""What's a","'scene""'?","'scene'""?","asked Mercer. ""Is that the",
br-n01,7Ju6,replace,"you give us a job,","Mr. - - "". "" Morgan.","Mr."" ""Morgan.","Dan Morgan"". He was silent",
br-n01,g4f9,replace,and if we were sleeping,"together ... "".","together""","He stopped, embarrassed, and Morgan",
br-n02,fzLF,replace,cleared out. I treated them,"fair "".","fair""",He wiped his lips with,
br-n02,NZkA,replace,you go way from me,"again "".","again""","He closed his eyes, ashamed",
br-n02,3pxG,replace,fool and let him do,"it "".","it""",He remembered Clayton's mocking smile,
br-n03,khBg,replace,"the spring""! Lew Durkin yelled.",""" Run","""Run",'em right into the spring!,
br-n04,RlqX,replace,to make it. That bastard,Chambers! -,Chambers!-,Old Knife's not the only,
br-n04,e6LR,replace,thing to do. Those little,"children "".","children"".","But Oso replied calmly, ""Trouble",
br-n04,3TDC,replace,"still. ""If you're goin' to","kill' em - kill' em""!","kill 'em- kill 'em""!",Oso growled. What else he,
br-n05,Fwvz,replace,looked pure white in the,half darkness;,half-darkness;,his eyes were black and,
br-n07,X3wb,replace,how you feel about the,"child "".","child"".","""The hell you do"". Barton's",
br-n08,YoU5,delete,into the soil every Spring,...,,or as ancient fertility cults,
br-n08,3nKc,replace,league with her and her,"child,",child,that its sympathy lay with,
br-n08,3nKc,replace,its sympathy lay with the,"Culvers,",Culvers,that she had erred in,
br-n09,E0pU,replace,"six-dollar levis and his tailored,",twenty-five dollar,twenty-five-dollar,shirt. He wore no gun-,
br-n09,pwBi,replace,make myself feel the same,way.,way,"She studied him hopefully, yearningly;",
br-n09,TQar,replace,around the car with the,boot wearer's,boot-wearer's,"teetering, half mincing walk. Why",
br-n09,TQar,replace,"with the boot wearer's teetering,",half mincing,half-mincing,walk. Why did these yokels,
br-n09,Dn4y,replace,"walk""? ""Might get there faster","walkin '"",","walkin'"",","Lord drawled, ""seein' as how",
br-n09,dkn5,replace,wouldn't either. I figger it's,probl'ya sixty-five mile,probl'y a sixty-five-mile,"walk, and I c'n maybe",
